measure,domain_true,domain_predicted,correct,cluster,cluster_majority_domain,cluster_purity,cluster_n_gt_measures,cluster_n_domains,error_source
Persons employed part-time - Total,"People, Work & Living Conditions","People, Work & Living Conditions",True,1375,"People, Work & Living Conditions",1.0,1,1,correct
"Death due to transport accidents, by sex",Health & Safety,Health & Safety,True,333,Health & Safety,1.0,13,1,correct
Licensed physicians,Health & Safety,Health & Safety,True,1023,Health & Safety,1.0,1,1,correct
First permits by reason,"People, Work & Living Conditions","People, Work & Living Conditions",True,639,"People, Work & Living Conditions",1.0,1,1,correct
All valid permits by reason on 31 December of each year,"People, Work & Living Conditions","People, Work & Living Conditions",True,80,"People, Work & Living Conditions",1.0,1,1,correct
"Job vacancies in number and % - NACE Rev. 2, B-S, quarterly data","People, Work & Living Conditions","People, Work & Living Conditions",True,969,"People, Work & Living Conditions",1.0,1,1,correct
Labour costs annual data - NACE Rev. 2,"People, Work & Living Conditions","People, Work & Living Conditions",True,985,Money & Markets,0.5555555555555556,9,2,correct
"Average gross annual earnings in industry and services, by sex","People, Work & Living Conditions","People, Work & Living Conditions",True,141,"People, Work & Living Conditions",1.0,1,1,correct
Immigration,"People, Work & Living Conditions","People, Work & Living Conditions",True,243,"People, Work & Living Conditions",1.0,1,1,correct
Emigration,"People, Work & Living Conditions","People, Work & Living Conditions",True,239,"People, Work & Living Conditions",1.0,1,1,correct
Foreign-born population,"People, Work & Living Conditions","People, Work & Living Conditions",True,658,"People, Work & Living Conditions",1.0,1,1,correct
Jobless households - children,"People, Work & Living Conditions","People, Work & Living Conditions",True,974,"People, Work & Living Conditions",1.0,2,1,correct
Jobless households by sex,"People, Work & Living Conditions","People, Work & Living Conditions",True,974,"People, Work & Living Conditions",1.0,2,1,correct
At-risk-of-poverty rate after social transfers by sex,"People, Work & Living Conditions","People, Work & Living Conditions",True,125,"People, Work & Living Conditions",1.0,26,1,correct
Formal child care by duration and age group,Learning & Education,Learning & Education,True,660,Learning & Education,1.0,1,1,correct
"At least upper secondary educational attainment, age group 20-24 by sex",Learning & Education,Learning & Education,True,123,Learning & Education,1.0,2,1,correct
Asylum applicants by type - monthly data,"People, Work & Living Conditions","People, Work & Living Conditions",True,120,"People, Work & Living Conditions",1.0,7,1,correct
Persons subject of asylum applications pending at the end of the month - monthly data,"People, Work & Living Conditions","People, Work & Living Conditions",True,1406,"People, Work & Living Conditions",1.0,2,1,correct
Asylum applicants by type - annual aggregated data,"People, Work & Living Conditions","People, Work & Living Conditions",True,120,"People, Work & Living Conditions",1.0,7,1,correct
First instance decisions on asylum applications by type of decision - annual aggregated data,"People, Work & Living Conditions","People, Work & Living Conditions",True,637,"People, Work & Living Conditions",1.0,1,1,correct
Final decisions on asylum applicationsby type of decision - annual data,"People, Work & Living Conditions","People, Work & Living Conditions",True,623,"People, Work & Living Conditions",1.0,1,1,correct
Asylum applicants considered to be unaccompanied minors - annual data,"People, Work & Living Conditions","People, Work & Living Conditions",True,120,"People, Work & Living Conditions",1.0,7,1,correct
Resettled persons - annual data,"People, Work & Living Conditions","People, Work & Living Conditions",True,1637,"People, Work & Living Conditions",1.0,2,1,correct
At most lower secondary educational attainment by age,Learning & Education,Learning & Education,True,124,Learning & Education,1.0,1,1,correct
Old-age-dependency ratio,"People, Work & Living Conditions","People, Work & Living Conditions",True,1254,"People, Work & Living Conditions",1.0,1,1,correct
Suicide death rate by age group,"People, Work & Living Conditions",Health & Safety,False,1825,"People, Work & Living Conditions",1.0,1,1,"downstream (LLM domain choice, step 8)"
Live births and crude birth rate,"People, Work & Living Conditions","People, Work & Living Conditions",True,1029,"People, Work & Living Conditions",1.0,2,1,correct
Crude marriage rate,"People, Work & Living Conditions","People, Work & Living Conditions",True,316,"People, Work & Living Conditions",1.0,1,1,correct
Exposure of VET graduates to work-based learning,Learning & Education,Learning & Education,True,592,Learning & Education,1.0,1,1,correct
Crude divorce rate,"People, Work & Living Conditions","People, Work & Living Conditions",True,315,"People, Work & Living Conditions",1.0,1,1,correct
Female tertiary education graduates in STEM education fields - % of all tertiary education graduates in STEM education fields,Learning & Education,Learning & Education,True,614,Learning & Education,1.0,1,1,correct
Employed persons having more than one job by sex,"People, Work & Living Conditions","People, Work & Living Conditions",True,446,"People, Work & Living Conditions",0.9444444444444444,18,2,correct
Employees with a flexible work schedule by sex,"People, Work & Living Conditions","People, Work & Living Conditions",True,468,"People, Work & Living Conditions",1.0,2,1,correct
Employed persons being self-employed without employees by sex,"People, Work & Living Conditions","People, Work & Living Conditions",True,446,"People, Work & Living Conditions",0.9444444444444444,18,2,correct
Modal split of inland freight transport,Transports,Transports,True,1142,Transports,1.0,3,1,correct
Volume of freight transport relative to GDP,Transports,Transports,True,1994,Transports,1.0,1,1,correct
"Modal split of air, sea and inland freight transport",Transports,Transports,True,1142,Transports,1.0,3,1,correct
"Modal split of air, sea and inland passenger transport",Transports,Transports,True,1142,Transports,1.0,3,1,correct
Volume of passenger transport relative to GDP,Transports,Transports,True,1997,Transports,1.0,1,1,correct
Modal shift potential of long-distance road freight in containers - tonne-kilometre,Transports,Transports,True,1141,Transports,1.0,2,1,correct
Modal shift potential of long-distance road freight in containers - tonne,Transports,Transports,True,1141,Transports,1.0,2,1,correct
Unitisation in inland waterways freight transport - tonne-kilometre for gross-gross weight of goods,Transports,Transports,True,1960,Transports,1.0,5,1,correct
Unitisation in maritime freight transport - tonnes for gross weight of goods,Transports,Transports,True,1960,Transports,1.0,5,1,correct
Unitisation in the different modes of transport - tonne-kilometre for gross weight of goods,Transports,Transports,True,1960,Transports,1.0,5,1,correct
Unitisation in rail freight transport- tonne-kilometre for gross-gross weight of goods,Transports,Transports,True,1960,Transports,1.0,5,1,correct
Unitisation in road freight transport - tonne-kilometre for gross weight of goods,Transports,Transports,True,1960,Transports,1.0,5,1,correct
Maritime accident victims by sea basin of occurrence and country of registration of vessels,Transports,Transports,True,1088,Transports,1.0,2,1,correct
"Maritime accident victims by sea basin of occurrence, country of registration of vessels and type of vessels",Transports,Transports,True,1088,Transports,1.0,2,1,correct
Rail accidents by type of accident,Transports,Transports,True,1578,Transports,1.0,2,1,correct
Rail accidents involving the transport of dangerous goods,Transports,Transports,True,1578,Transports,1.0,2,1,correct
Suicides involving railways,Transports,Health & Safety,False,1826,Transports,1.0,1,1,"downstream (LLM domain choice, step 8)"
Persons killed in road accidents by type of road,Transports,Health & Safety,False,1385,Health & Safety,0.5,2,2,"upstream (clustering, step 7)"
Effect of the search for information on learning possibilities,Learning & Education,Learning & Education,True,437,Learning & Education,1.0,1,1,correct
Sources of information used for getting information on learning possibilities,Learning & Education,Money & Markets,False,1792,Learning & Education,1.0,1,1,"downstream (LLM domain choice, step 8)"
Participation in any learning activities by degree of urbanisation,Learning & Education,Learning & Education,True,1303,Learning & Education,1.0,12,1,correct
Participation in any learning activities by NACE Rev. 1.1 activity,Learning & Education,Learning & Education,True,1303,Learning & Education,1.0,12,1,correct
Participation in any learning activities by size of the local unit,Learning & Education,Learning & Education,True,1303,Learning & Education,1.0,12,1,correct
Participants in CVT courses by sex and size class - % of persons employed in all enterprises,Learning & Education,Learning & Education,True,1299,Learning & Education,1.0,2,1,correct
Participants in CVT courses by sex and size class - % of persons employed in enterprises providing CVT courses,Learning & Education,Learning & Education,True,1299,Learning & Education,1.0,2,1,correct
Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per 1000 hours worked in all enterprises,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
Hours spent in CVT courses by NACE Rev. 2 activity - hours per 1000 hours worked in all enterprises,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
Hours spent in CVT courses by size class - hours per 1000 hours worked in all enterprises,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per 1000 hours worked in enterprises providing CVT courses,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
Hours spent in CVT courses by NACE Rev. 2 activity - hours per 1000 hours worked in enterprises providing CVT courses,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
Hours spent in CVT courses by size class - hours per 1000 hours worked in enterprises providing CVT courses,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
Hours spent in CVT courses by NACE Rev. 1.1 activity - hours per person employed in all enterprises,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
Hours spent in CVT courses by NACE Rev. 2 activity - hours per person employed in all enterprises,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
Hours spent in CVT courses by size class - hours per person employed in all enterprises,Learning & Education,Learning & Education,True,825,Learning & Education,1.0,16,1,correct
